%FA,Column diameter(m),Density of Gas (kg/m3),Density of Liquid (kg/m3),Diffusivity (m2/s),Interfacial Area (m2/m3),Liquid height (m),Molecular Weight of gas (kg/kmol),Pressure (kPa),Sparger Encode,Sparger hole diameter (m),Superficial gas velocity (m/s),Surface Tension of Liquid (N/m),Temperature (K),Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Viscosity of Gas (Pa.s),Viscosity of Liquid (Pa.s),Volumetric Mass Transfer Coefficient (1/s),k_L (m/s)
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.048298907,0.029,298,,,,,,1.81E-05,0.026,0.015530238,0.000394468
0.052930057,0.115,1.2,1000,2.50E-09,34.7826087,1.37,28.84,101.3,3,0.001,0.0402105,0.072,298,,,,,,1.83E-05,0.001,0.102463,0.002945811
0.16,0.1,1.19,995.2,2.69E-09,40,2,28.84,101.3,2,0.004,0.028376,0.07013048,296,,,,,,1.82E-05,0.000921,0.037386,0.00093465
1.69,0.1,1.17,1040,2.61E-09,40,1.3,28.84,101.3,2,0.013,0.042134,0.0725,302,,,,,,1.85E-05,0.000831,0.033824,0.0008456
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.20747,0.0723,293,,,,,,1.79E-05,0.001,0.14662,0.0036655
0.14,0.2,1.22,1000,2.09E-09,20,6.23,28.84,101.3,4,0.001,0.053379,0.073,289,,,,,,1.81E-05,0.0011,0.031791,0.00158955
1.69,0.1,1.18,1060,1.98E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0815,296,,,,,,1.82E-05,0.00144,0.0671447,0.001678618
1.09,0.162,1.2,1000,2.50E-09,24.69135802,1.51810848,28.84,101.3,3,0.00132,0.08095527,0.0723,298,,,,,,1.81E-05,0.001,0.063957036,0.00259026
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.22751,0.029,298,,,,,,1.83E-05,0.026,0.014607,0.000371018
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.07394379,0.0277,300,,,,,,1.66E-05,0.00054,0.22049956,0.017419465
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.044088,0.02626,364,,,,,,2.09E-05,0.0039,0.047978,0.001218641
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.065030375,0.029,298,,,,,,1.81E-05,0.026,0.02615556,0.000664351
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.29446,0.029,298,,,,,,1.83E-05,0.026,0.022059,0.000560299
2.615630231,0.1016,17.3,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.25628,0.029,298,,,,,,1.81E-05,0.026,0.040255,0.001022477
0.099722992,0.095,1.2,1033,2.21E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.0076154,0.0322,293,,,,,,1.81E-05,0.001303,0.014802,0.000351547
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.012395,0.0222,293,,,,,,1.81E-05,0.000586,0.02638,0.000626525
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.3598,0.0723,293,,,,,,1.79E-05,0.001,0.14921,0.005595375
1.265625,0.152,1.2,1015,2.20E-09,26.31578947,1.36,28.84,101.3,2,0.0171,0.026115,0.073,293,,,,,,1.81E-05,0.0011,0.021266944,0.000808144
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.084951,0.02626,364,,,,,,2.09E-05,0.0039,0.081066,0.002059076
0.16,0.1,1.19,1000,2.50E-09,40,2,28.84,101.3,2,0.004,0.06359,0.0723,296,,,,,,1.82E-05,0.001,0.063304,0.0015826
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.39363,0.028,293,,,,,,1.79E-05,0.075,0.025237,0.002397515
0.052930057,0.115,5.76,865,5.03E-09,34.7826087,1.096,28.01,500,3,0.001,0.021,0.0283,293,,,,,,1.75E-05,0.00059,0.068099,0.001957846
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.10573,0.028,293,,,,,,1.79E-05,0.075,0.010726,0.00101897
0.070644044,0.152,1.2,1015,2.20E-09,26.31578947,1.39,28.84,101.3,2,0.00404,0.016128333,0.073,293,,,,,,1.81E-05,0.0011,0.013403056,0.000509316
0.14,0.2,1.22,1000,2.09E-09,20,6.28,28.84,101.3,4,0.001,0.047876,0.073,289,,,,,,1.81E-05,0.0011,0.040042,0.0020021
0.099722992,0.095,1.2,896,1.50E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.076784,0.0315,293,,,,,,1.81E-05,0.00256,0.076058,0.001806377
0.099722992,0.095,1.2,810,1.38E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.078811,0.0243,293,,,,,,1.81E-05,0.00295,0.082618,0.001962177
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.044734,0.0723,293,,,,,,1.79E-05,0.001,0.092527,0.002313175
0.177285319,0.19,1.2,1137.4,1.11E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0218813,0.067,298,,,,,,1.81E-05,0.006598,0.0161675,0.000767956
0.177285319,0.19,1.2,1000,2.50E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.021914,0.0723,298,,,,,,1.81E-05,0.000998,0.0384,0.001824
2.56,0.1,18.73,890,3.59E-09,40,0.5,44.01,1000,3,0.008,0.038954802,0.0288,298,,,,,,1.47E-05,0.0138,0.038313724,0.000957843
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.18792,0.029,298,,,,,,1.83E-05,0.026,0.016544,0.000420218
1.69,0.1,1.165,1099.9,1.73E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0775,298,,,,,,1.83E-05,0.001419,0.07206,0.0018015
0.052930057,0.115,1.15,810,1.04E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.106,0.0243,293,,,,,,1.75E-05,0.0028,0.10741,0.003088037
1.69,0.1,1.165,1020,2.06E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0737,298,,,,,,1.81E-05,0.00102,0.055144,0.0013786
1.69,0.1,1.165,1031,2.01E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0742,298,,,,,,1.82E-05,0.00107,0.057698,0.00144245
0.099722992,0.095,1.2,1033,2.21E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.038793,0.0322,293,,,,,,1.81E-05,0.001303,0.057873,0.001374484
2.703893607,0.316,7.641989483,862,4.90E-09,12.65822785,2.24,28.84,660.9102,8,0.005,0.07,0.0277,300,,,,,,1.81E-05,0.00054,0.43748325,0.034561177
0.099722992,0.095,1.2,863,3.34E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.052882,0.0284,293,,,,,,1.81E-05,0.00063,0.067637,0.001606379
0.16,0.1,1.19,1000,2.50E-09,40,2,28.84,101.3,2,0.004,0.049363,0.0723,296,,,,,,1.82E-05,0.001,0.052013,0.001300325
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.11555285,0.029,298,,,,,,1.81E-05,0.026,0.02182628,0.000554388
0.052930057,0.115,5.5,1094,1.72E-09,34.7826087,1.096,28.84,471,3,0.001,0.050466,0.07384,298,,,,,,1.83E-05,0.00135,0.11573,0.003327237
2.703893607,0.316,2.246010745,862,4.60E-09,12.65822785,2.24,28.01,200,8,0.005,0.099995784,0.0277,300,,,,,,1.66E-05,0.00054,0.2852193,0.022532325
0.099722992,0.095,1.2,789,2.32E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.016062,0.0221,293,,,,,,1.81E-05,0.001189,0.029652,0.000704235
0.16,0.1,1.19,997.2,2.70E-09,40,2,28.84,101.3,2,0.004,0.021184,0.07,296,,,,,,1.82E-05,0.000913,0.028665,0.000716625
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,2.06,28.84,101.3,2,0.01,0.035063889,0.073,293,,,,,,1.81E-05,0.0011,0.048938889,0.007340833
0.177285319,0.19,1.2,1070,1.80E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0325896,0.069,298,,,,,,1.81E-05,0.004365,0.0253784,0.001205474
0.099722992,0.095,1.2,784,4.85E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.045118,0.0231,293,,,,,,1.81E-05,0.000327,0.07639,0.001814262
1.69,0.1,1.16,1010,2.76E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.071,303,,,,,,1.85E-05,0.008,0.07282939,0.001820735
0.052930057,0.115,2.34,810,1.04E-09,34.7826087,1.096,28.01,200,3,0.001,0.053,0.0243,293,,,,,,1.75E-05,0.0028,0.081855,0.002353331
0.444444444,0.6,1.2,1015,2.20E-09,6.666666667,3.5,28.84,101.3,2,0.04,0.013980833,0.073,293,,,,,,1.81E-05,0.0011,0.014727222,0.002209083
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.075693,0.02626,364,,,,,,2.09E-05,0.0039,0.072243,0.001834972
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.10826245,0.029,298,,,,,,1.81E-05,0.026,0.022126092,0.000562003
0.164577778,0.15,1.18,714,3.60E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.11876,0.0204,293,,,,,,1.70E-05,0.00047,0.083151,0.003118162
0.223214286,0.14,1.180052226,997,2.51E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.02065508,0.0713,298,,,,,,1.81E-05,0.00089,0.032593552,0.001140774
0.4975,0.1,1.200548,862,1.02E-09,40,1.3,28.84,101.3,3,0.0005,0.09923,0.028,293,,,,,,1.79E-05,0.075,0.0085409,0.000213523
0.14,0.2,1.22,1000,2.09E-09,20,7,28.84,101.3,4,0.001,0.0076075,0.073,289,,,,,,1.81E-05,0.0011,0.0054808,0.00027404
0.099722992,0.095,1.2,792,3.48E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.067982,0.0222,293,,,,,,1.81E-05,0.000586,0.088753,0.002107884
0.14,0.2,1.22,1005,1.96E-09,20,6.25,28.84,101.3,4,0.001,0.032037,0.07236,289,,,,,,1.78E-05,0.00115,0.031437,0.00157185
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.021154,0.0723,293,,,,,,1.79E-05,0.001,0.063925,0.002397187
0.099722992,0.095,1.2,1593,2.59E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.02414,0.0261,293,,,,,,1.81E-05,0.000984,0.042546,0.001010467
0.4975,0.1,1.200548,1000,2.11E-09,40,1.6,28.84,101.3,3,0.0005,0.01795,0.0723,293,,,,,,1.79E-05,0.001,0.069039,0.001725975
0.14,0.2,1.22,1000,2.09E-09,20,6.17,28.84,101.3,4,0.001,0.061688,0.073,289,,,,,,1.81E-05,0.0011,0.033736,0.0016868
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.082924,0.029,298,,,,,,1.83E-05,0.026,0.0092135,0.000234023
0.300332843,0.152,1.2,1015,2.20E-09,26.31578947,0.89,28.84,101.3,2,0.00833,0.006578056,0.073,293,,,,,,1.81E-05,0.0011,0.004284167,0.000162798
0.164577778,0.15,1.18,1000,2.10E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.01573,0.0723,293,,,,,,1.81E-05,0.001,0.01996,0.0007485
0.052930057,0.115,5.761,789.45,2.10E-09,34.7826087,1.096,28.01,500,3,0.001,0.032,0.022564,293,,,,,,1.75E-05,0.00122,0.086028,0.002473305
0.177285319,0.19,1.2,1000,2.50E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.065674,0.0723,298,,,,,,1.81E-05,0.000998,0.056782,0.002697145
0.099722992,0.095,1.2,1033,2.21E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.054181,0.0322,293,,,,,,1.81E-05,0.001303,0.069301,0.001645899
1.265625,0.152,1.2,1015,2.20E-09,26.31578947,1.22,28.84,101.3,2,0.0171,0.082547222,0.073,293,,,,,,1.81E-05,0.0011,0.065172222,0.002476544
0.099722992,0.095,1.2,1022,1.10E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.051918,0.0435,293,,,,,,1.81E-05,0.0044,0.042974,0.001020632
0.099722992,0.095,1.2,1022,1.10E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.022622,0.0435,293,,,,,,1.81E-05,0.0044,0.01937,0.000460037
0.156,0.162,1.2,1000,2.50E-09,24.69135802,1.5839712,28.84,101.3,3,0.0005,0.030166615,0.0723,298,,,,,,1.81E-05,0.001,0.052350163,0.002120182
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.06196841,0.029,298,,,,,,1.81E-05,0.026,0.016069898,0.000408175
0.099722992,0.095,1.2,896,1.50E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.06789,0.0315,293,,,,,,1.81E-05,0.00256,0.072575,0.001723656
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.26009,0.0723,293,,,,,,1.79E-05,0.001,0.14806,0.02331945
0.14,0.2,1.22,1005,1.96E-09,20,6.07,28.84,101.3,4,0.001,0.067947,0.07236,289,,,,,,1.78E-05,0.00115,0.056963,0.00284815
7.610959782,0.158,4.75,1086,2.04E-09,25.3164557,1.5,28.84,400,7,0.01,0.068064,0.075,293,,,,,,1.79E-05,0.0015,0.131,0.0051745
7.610959782,0.158,1.18,1086,2.04E-09,25.3164557,1.5,28.84,101.3,7,0.01,0.068105,0.075,293,,,,,,1.81E-05,0.0015,0.078801,0.003112639
0.099722992,0.095,1.2,896,1.50E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.0072342,0.0315,293,,,,,,1.81E-05,0.00256,0.0077563,0.000184212
0.099722992,0.095,1.2,1091,7.04E-10,42.10526316,0.85,28.84,101.3,2,0.003,0.058537,0.05304,293,,,,,,1.81E-05,0.00965,0.016769,0.000398264
0.052930057,0.115,9.3,1000,2.50E-09,34.7826087,1.37,28.84,794.5,3,0.001,0.03017,0.072,298,,,,,,1.83E-05,0.001,0.198573,0.005708974
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.19257,0.0275,325,,,,,,1.93E-05,0.011,0.089338,0.002269185
0.099722992,0.095,1.2,785,1.55E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.05274,0.0211,293,,,,,,1.81E-05,0.00242,0.057464,0.00136477
0.177285319,0.19,1.2,1000,2.50E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.07773,0.0723,298,,,,,,1.81E-05,0.000998,0.057205,0.002717237
2.703893607,0.316,5.94293746,862,4.90E-09,12.65822785,2.24,28.84,513.9693,8,0.005,0.07,0.0277,300,,,,,,1.81E-05,0.00054,0.325222,0.025692538
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.01,0.033069444,0.073,293,,,,,,1.81E-05,0.0011,0.032091667,0.00481375
0.099722992,0.095,1.2,1234,2.87E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.055521,0.0387,293,,,,,,1.81E-05,0.00082,0.097301,0.002310899
0.223214286,0.14,1.180052226,997,2.50E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.15567784,0.0723,298,,,,,,1.81E-05,0.000894,0.09646056,0.00337612
0.16,0.1,1.19,995.2,2.69E-09,40,2,28.84,101.3,2,0.004,0.042373,0.07013048,296,,,,,,1.82E-05,0.000921,0.055101,0.001377525
0.16,0.1,1.19,995.2,2.69E-09,40,2,28.84,101.3,2,0.004,0.07744,0.07013048,296,,,,,,1.82E-05,0.000921,0.090209,0.002255225
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.028715,0.029,298,,,,,,1.83E-05,0.026,0.0043446,0.000110353
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.038717,0.029,298,,,,,,1.83E-05,0.026,0.0035955,9.13E-05
2.703893607,0.316,7.352989977,862,4.60E-09,12.65822785,2.24,28.01,654.76,8,0.005,0.1,0.0277,300,,,,,,1.66E-05,0.00054,0.49826,0.03936254
2.615630231,0.1016,1.07,868,5.76E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.047969,0.0275,325,,,,,,1.93E-05,0.011,0.032537,0.00082644
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.094201,0.0723,293,,,,,,1.79E-05,0.001,0.076798,0.012095685
2.615630231,0.1016,1.2,883,1.78E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.028602,0.0305,293,,,,,,1.81E-05,0.032,0.003386,8.60E-05
0.164577778,0.15,1.18,1000,2.10E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.08578,0.0723,293,,,,,,1.81E-05,0.001,0.047244,0.00177165
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.057672,0.02626,364,,,,,,2.09E-05,0.0039,0.068934,0.001750924
0.694444444,0.15,1.200548,1000,2.11E-09,26.66666667,1.6,28.84,101.3,3,0.0005,0.016252,0.0723,293,,,,,,1.79E-05,0.001,0.058807,0.002205262
2.615630231,0.1016,0.953,848,1.81E-09,39.37007874,0.7112,28.84,101.3,3,0.0015,0.3198,0.02626,364,,,,,,2.09E-05,0.0039,0.26415,0.00670941
0.052930057,0.115,5.76,810,1.04E-09,34.7826087,1.096,28.01,500,3,0.001,0.074,0.0243,293,,,,,,1.75E-05,0.0028,0.1249,0.003590875
0.052930057,0.115,2.34,865,5.03E-09,34.7826087,1.096,28.01,200,3,0.001,0.021,0.0283,293,,,,,,1.75E-05,0.00059,0.060673,0.001744349
7.610959782,0.158,2.37,1086,2.04E-09,25.3164557,1.5,28.84,200,7,0.01,0.0426,0.075,293,,,,,,1.79E-05,0.0015,0.056811,0.002244034
0.4975,0.1,1.200548,795,3.69E-09,40,1.59,28.84,101.3,3,0.0005,0.21715,0.028,293,,,,,,1.83E-05,0.0029,0.0866,0.002165
2.703893607,0.316,2.345982874,862,4.90E-09,12.65822785,2.24,28.84,202.8901,8,0.005,0.07,0.0277,300,,,,,,1.81E-05,0.00054,0.24106959,0.019044498
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.16502,0.0723,293,,,,,,1.79E-05,0.001,0.1156,0.018207
0.099722992,0.095,1.2,1072,9.61E-10,42.10526316,0.85,28.84,101.3,2,0.003,0.058935,0.05696,293,,,,,,1.81E-05,0.0056,0.021881,0.000519674
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.28439,0.029,298,,,,,,1.83E-05,0.026,0.023146,0.000587908
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.34038,0.029,298,,,,,,1.83E-05,0.026,0.023521,0.000597433
0.223214286,0.14,1.180052226,997,2.50E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.0784309,0.0723,298,,,,,,1.81E-05,0.000894,0.070480056,0.002466802
0.14,0.2,1.22,1038.75,1.77E-09,20,6.75,28.84,101.3,4,0.001,0.016046,0.072325,289,,,,,,1.78E-05,0.00127625,0.012563,0.00062815
0.052930057,0.115,8.072,789.45,2.10E-09,34.7826087,1.096,28.01,700,3,0.001,0.022,0.022564,293,,,,,,1.75E-05,0.00122,0.060857,0.001749639
0.052930057,0.115,1.15,865,5.03E-09,34.7826087,1.096,28.01,101.3,3,0.001,0.106,0.0283,293,,,,,,1.75E-05,0.00059,0.19632,0.0056442
0.099722992,0.095,1.2,863,3.34E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.030068,0.0284,293,,,,,,1.81E-05,0.00063,0.043817,0.001040654
0.027777778,0.6,1.2,1015,2.20E-09,6.666666667,1.26,28.84,101.3,2,0.01,0.126552778,0.073,293,,,,,,1.81E-05,0.0011,0.1134,0.01701
2.703893607,0.316,9.051423302,900,3.10E-09,12.65822785,2.24,28.01,806,8,0.005,0.07,0.0289,300,,,,,,1.66E-05,0.00083,0.541,0.042739
2.703893607,0.316,2.246010745,897,4.35E-09,12.65822785,2.24,28.01,200,8,0.005,0.11043536,0.0287,300,,,,,,1.66E-05,0.00059,0.50463647,0.039866281
0.993366519,0.301,1.2,1015,2.20E-09,13.28903654,1.6,28.84,101.3,2,0.03,0.074544444,0.073,293,,,,,,1.81E-05,0.0011,0.078891667,0.005936598
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,0.84943,28.84,101.3,3,0.0023,0.16,0.0222,293,,,,,,1.67E-05,0.000586,0.11096,0.004161
0.099722992,0.095,1.2,900,3.99E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.01635,0.0235,293,,,,,,1.81E-05,0.000461,0.034978,0.000830727
0.16,0.1,1.19,997.2,2.70E-09,40,2,28.84,101.3,2,0.004,0.056303,0.07,296,,,,,,1.82E-05,0.000913,0.079003,0.001975075
2.615630231,0.1016,9.41,883,1.78E-10,39.37007874,0.7112,28.84,790,3,0.0015,0.020103,0.0305,293,,,,,,1.79E-05,0.032,0.0072235,0.000183477
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.27595,0.029,298,,,,,,1.83E-05,0.026,0.014211,0.000360959
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.041555285,0.029,298,,,,,,1.81E-05,0.026,0.012712009,0.000322885
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.12611,0.028,293,,,,,,1.79E-05,0.075,0.012145,0.001153775
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.21783,0.028,293,,,,,,1.79E-05,0.075,0.017587,0.001670765
0.16,0.1,1.19,996.602,2.71E-09,40,2,28.84,101.3,2,0.004,0.077657,0.0711,296,,,,,,1.82E-05,0.000908,0.088054,0.00220135
0.052930057,0.115,5.76,865,5.03E-09,34.7826087,1.096,28.01,500,3,0.001,0.074,0.0283,293,,,,,,1.75E-05,0.00059,0.21242,0.006107075
7.610959782,0.158,4.75,1086,2.04E-09,25.3164557,1.5,28.84,400,7,0.01,0.037794,0.075,293,,,,,,1.79E-05,0.0015,0.060783,0.002400928
2.615630231,0.1016,33.4,880,2.23E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.08602674,0.029,298,,,,,,1.81E-05,0.026,0.030616755,0.000777666
2.703893607,0.316,2.272738273,900,3.10E-09,12.65822785,2.24,28.01,202.38,8,0.005,0.1,0.0289,300,,,,,,1.66E-05,0.00083,0.51795,0.04091805
0.100781053,0.63,1.200548,1000,2.11E-09,6.349206349,2.16,28.84,101.3,8,0.0025,0.22962,0.0723,293,,,,,,1.79E-05,0.001,0.1378,0.0217035
2.615630231,0.1016,34,883,1.78E-10,39.37007874,0.7112,28.84,2860,3,0.0015,0.089727,0.0305,293,,,,,,1.79E-05,0.032,0.023815,0.000604901
2.703893607,0.316,2.246010745,900,3.10E-09,12.65822785,2.24,28.01,200,8,0.005,0.1290477,0.0289,300,,,,,,1.66E-05,0.00083,0.5204866,0.041118441
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.048408,0.028,293,,,,,,1.79E-05,0.075,0.0056782,0.000539429
1.69,0.1,1.17,1068.635,2.30E-09,40,1.3,28.84,101.3,2,0.013,0.042813,0.07358,302,,,,,,1.85E-05,0.0008514,0.036672,0.0009168
2.615630231,0.1016,1.16,880,2.23E-10,39.37007874,0.7112,28.84,101.3,3,0.0015,0.1438,0.029,298,,,,,,1.83E-05,0.026,0.013783,0.000350088
0.476108033,0.38,1.200548,862,1.02E-09,10.52631579,1.73,28.84,101.3,3,0.0005,0.066242,0.028,293,,,,,,1.79E-05,0.075,0.007571,0.000719245
0.223214286,0.14,1.180052226,996,2.51E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.079253435,0.0685,298,,,,,,1.81E-05,0.000891,0.1191765,0.004171178
0.099722992,0.095,1.2,785,1.55E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.06803,0.0211,293,,,,,,1.81E-05,0.00242,0.065235,0.001549331
0.099722992,0.095,1.2,896,1.50E-09,42.10526316,0.85,28.84,101.3,2,0.003,0.038036,0.0315,293,,,,,,1.81E-05,0.00256,0.047119,0.001119076
2.615630231,0.1016,17.4,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.033171325,0.029,298,,,,,,1.81E-05,0.026,0.011452802,0.000290901
0.070644044,0.152,1.2,1015,2.20E-09,26.31578947,1.36,28.84,101.3,2,0.00404,0.025870833,0.073,293,,,,,,1.81E-05,0.0011,0.022563889,0.000857428
2.56,0.1,0.0895,890,6.04E-09,40,0.5,2.016,1000,3,0.008,0.034870057,0.0288,298,,,,,,8.95E-06,0.0138,0.020596078,0.000514902
0.16,0.1,1.19,997.45,2.74E-09,40,2,28.84,101.3,2,0.004,0.027867,0.06414,296,,,,,,1.82E-05,0.00089,0.045653,0.001141325
0.177285319,0.19,1.2,1137.4,1.11E-09,21.05263158,1.7,28.84,101.3,7,0.001,0.0983102,0.067,298,,,,,,1.81E-05,0.006598,0.033825,0.001606687
2.703893607,0.316,2.299465801,862,4.60E-09,12.65822785,2.24,28.01,204.76,8,0.005,0.1,0.0277,300,,,,,,1.66E-05,0.00054,0.31529,0.02490791
2.703893607,0.316,2.246010745,897,4.35E-09,12.65822785,2.24,28.01,200,8,0.005,0.12488377,0.0287,300,,,,,,1.66E-05,0.00059,0.5570359,0.044005836
0.164577778,0.15,1.18,790,3.71E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.19685,0.0222,293,,,,,,1.67E-05,0.000586,0.11396,0.0042735
0.052930057,0.115,2.34,810,1.04E-09,34.7826087,1.096,28.01,200,3,0.001,0.032,0.0243,293,,,,,,1.75E-05,0.0028,0.04822,0.001386325
0.223214286,0.14,1.180052226,997,2.52E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.020332301,0.0714,298,,,,,,1.81E-05,0.000892,0.026867019,0.000940346
0.052930057,0.115,2.34,810,1.04E-09,34.7826087,1.096,28.01,200,3,0.001,0.074,0.0243,293,,,,,,1.75E-05,0.0028,0.10741,0.003088037
0.223214286,0.14,1.180052226,997,2.50E-09,28.57142857,1.5,28.84,101.3,3,0.0025,0.03404296,0.067,298,,,,,,1.81E-05,0.000894,0.023520615,0.000823222
2.615630231,0.1016,17.3,880,2.23E-10,39.37007874,0.7112,28.84,1480,3,0.0015,0.090196,0.029,298,,,,,,1.81E-05,0.026,0.019235,0.000488569
1.69,0.1,1.165,1052,1.92E-09,40,1.3,28.84,101.3,2,0.013,0.106,0.0752,298,,,,,,1.83E-05,0.00118,0.054243,0.001356075
0.164577778,0.15,1.18,714,3.60E-09,26.66666667,3.2,28.84,101.3,3,0.0023,0.16084,0.0204,293,,,,,,1.70E-05,0.00047,0.091421,0.003428287
2.703893607,0.316,9.090953091,862,4.60E-09,12.65822785,2.24,28.01,809.52,8,0.005,0.1,0.0277,300,,,,,,1.66E-05,0.00054,0.50555,0.03993845
